date,countryiso3code,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.GD.ZS,SP.ADO.TFRT,SP.POP.GROW,SP.POP.TOTL,SP.DYN.CBRT.IN,SP.DYN.TFRT.IN,SP.DYN.LE00.IN,SP.DYN.IMRT.IN,SH.STA.SUIC.P5,NCD_BMI_25A,NY.GDP.MKTP.KN,NCD_HYP_PREVALENCE_A
2007,LKA,73.7281723,3.95132089,22.289,738871905202862,19842044,18.404,2.275,75.037,11.0,20.0,53.4,5412695902100,98.0
2007,NPL,17.40269661,3.66484332,88.898,120460323603607,26382586,24.434,2.865,66.26,41.9,8.0,48.0,"1296816624773,17",108.9
2007,PAK,28.44916725,3.13822842,43.583,228167186525189,167808106,30.96,4.211,64.42,74.1,9.1,67.1,"23976918950842,4",122.2
2008,AFG,38.10266113,10.25649548,126.633,226827304079294,27722281,41.949,6.373,59.93,69.2,4.6,54.4,691273102200,113.6
2008,BGD,15.80424309,2.48848343,93.0018,114564743804678,144304164,22.153,2.449,69.072,42.7,4.7,46.1,12861712858182,84.4
2008,IND,37.88212204,3.51468062,41.2576,146488991482359,1200669762,22.39,2.743,65.794,49.4,15.1,46.7,70934025840800,95.1
2008,LKA,92.90744781,3.98464847,22.2006,712803199874156,19983984,18.252,2.269,75.157,10.5,17.5,55.0,5734756079300,98.7
2008,NPL,19.09256172,3.80911303,86.3322,107069622062487,26666581,23.767,2.751,66.727,40.1,8.3,49.5,"1375982600117,7",109.2
2008,PAK,25.72966003,2.92312193,43.1674,226305004896445,171648984,30.631,4.118,64.685,72.8,9.0,68.9,"24384863560318,9",122.9
2009,AFG,41.72274399,9.81848717,120.174,239697830237036,28394806,40.903,6.18,60.484,66.7,4.4,56.2,839140071400,114.1
2009,BGD,17.92318726,2.56097794,91.9026,111680643452794,145924795,21.605,2.382,69.485,40.7,4.6,47.6,13510602322546,84.1
2009,IND,38.30339432,3.48537874,37.9562,141058271379931,1217726217,21.755,2.661,66.244,47.2,14.5,48.1,76510780097200,95.0
2009,LKA,100.3218689,4.19338846,22.1122,695753116801849,20123508,18.061,2.259,75.286,13.9,22.7,56.6,5937704053400,99.3
2009,NPL,21.09090996,3.89314747,83.7664,810273513429944,26883531,23.189,2.644,67.178,38.3,8.5,51.1,"1438356974571,21",109.4
2009,PAK,24.05052757,2.61331201,42.7518,223333573207748,175525610,30.339,4.031,64.969,71.5,8.8,70.9,"25075359626719,9",123.6
2010,AFG,44.99053192,8.56967163,113.715,274661463795293,29185511,39.829,5.977,61.028,64.2,4.3,57.8,959661073000,114.8
2010,BGD,20.80270004,2.68101048,90.8034,11248068966134,147575433,21.107,2.324,69.881,38.9,4.4,49.3,"14263384466934,2",83.9
2010,IND,45.12977219,3.27211905,34.6548,135033831370532,1234281163,21.114,2.581,66.693,45.1,14.6,49.5,83012348441800,95.0
2010,LKA,108.27518463,3.86745453,22.0238,684559602845539,20261738,17.838,2.248,75.439,9.8,21.9,58.3,6413668472900,100.0
2010,NPL,29.98280716,4.35166264,81.2006,481202592360838,27013207,22.692,2.542,67.611,36.6,8.7,52.7,"1507634210630,81",109.7
2010,PAK,25.25600243,2.59675789,42.3362,219703454391766,179424643,30.082,3.951,65.264,70.1,8.8,72.8,"25478242578536,6",124.3
2011,AFG,50.85347366,8.56190681,107.256,314310555651301,30117411,38.75,5.77,61.553,61.8,4.1,59.5,963752633900,115.4
2011,BGD,22.84561729,2.76118398,89.7042,114382867124819,149273134,20.657,2.273,70.256,37.2,4.0,51.1,"15185423714616,2",83.7
2011,IND,48.60390472,3.24634194,31.3534,128851296178524,1250287939,20.495,2.506,67.13,43.0,14.7,51.0,87363287113700,94.9
2011,LKA,118.97396851,3.71693492,21.9354,672689270325415,20398496,17.594,2.237,75.614,9.4,17.9,60.0,6952720184900,100.6
2011,NPL,34.68226624,4.44234991,78.6348,103647394163717,27041220,22.262,2.444,68.028,35.0,8.9,54.3,"1559222863768,7",109.7
2011,PAK,27.06708336,2.34442639,41.9206,21587965238654,183340168,29.86,3.88,65.562,68.6,8.7,74.9,"26178488105214,7",124.9
2012,AFG,51.44026184,7.89717579,100.797,340760003260595,31161378,37.69,5.562,62.054,59.5,4.0,61.3,1086653136600,115.9
2012,BGD,23.45907974,2.74823475,88.605,115400610453827,151005733,20.245,2.228,70.606,35.6,3.7,52.8,"16175734862823,5",83.7
2012,IND,48.94621658,3.32935309,28.052,123148489388617,1265780243,19.923,2.439,67.545,40.9,14.3,52.5,92130167686000,94.7
2012,LKA,113.44898224,3.40384722,21.847,129846810394944,20425000,17.343,2.227,75.796,8.9,16.6,61.8,7588516705300,101.3
2012,NPL,34.3300705,4.49078512,76.069,-192706459257694,26989160,21.879,2.351,68.426,33.5,8.9,56.0,"1632040476074,07",109.6
2012,PAK,27.04106331,2.35939932,41.505,212622217687153,187280125,29.667,3.816,65.849,67.0,8.8,76.9,"27096576431940,7",125.4
2013,AFG,55.03462982,8.80594063,94.429,349459192739625,32269592,36.67,5.359,62.525,57.3,4.0,63.2,1147513804100,116.5
2013,BGD,26.67387962,2.65446854,87.4764,115595091365323,152761413,19.862,2.188,70.93,34.0,3.5,54.7,"17148479769792,4",83.7
2013,IND,56.11839676,3.74944162,25.077,118290421490412,1280842119,19.416,2.381,67.931,38.8,13.7,54.1,98013698221800,94.4
2013,LKA,137.64352417,3.82698822,21.6628,780301447580142,20585000,17.093,2.22,75.974,8.4,15.2,63.5,7846202444700,102.0
2013,NPL,36.02222443,4.63011789,73.8794,-268486268243194,26916795,21.523,2.261,68.806,32.0,8.7,57.6,"1689572402714,41",109.6
2013,PAK,29.97559357,2.6028018,40.9644,210324458397736,191260799,29.491,3.759,66.117,65.4,8.9,79.0,"28287865663933,6",126.0
2014,AFG,59.00893402,9.52887058,88.061,335560233082199,33370804,35.706,5.163,62.966,55.2,3.9,64.9,1178778315300,117.2
2014,BGD,29.74625206,2.65588379,86.3478,11429302161114,154517385,19.501,2.152,71.231,32.5,3.5,56.5,"18187859307812,4",84.0
2014,IND,57.07431793,3.61956549,22.102,114567340150608,1295600768,18.984,2.333,68.286,36.9,12.8,55.8,105276736344200,94.2
2014,LKA,137.67100525,3.60648084,21.4786,933207942647201,20778000,16.849,2.216,76.147,7.9,13.1,65.5,8235429055800,102.6
2014,NPL,43.16950226,5.07548285,71.6898,-40180015778352,26905982,21.18,2.176,69.168,30.5,8.5,59.4,"1791140757786,61",109.5
2014,PAK,34.69661713,2.72200799,40.4238,209245641637654,195305012,29.318,3.708,66.36,63.8,8.9,81.1,"29610240777903,7",126.6
2015,AFG,58.90652847,10.10534763,81.693,307705362914441,34413603,34.809,4.976,63.377,53.2,4.0,66.8,1195886097800,117.8
2015,BGD,32.84908676,2.63947296,85.2192,111909103277687,156256287,19.156,2.12,71.514,31.0,3.4,58.3,"19379644229896,6",84.3
2015,IND,58.91690063,3.59565997,19.127,111689591278599,1310152392,18.625,2.295,68.607,34.9,12.3,57.3,113694931359600,94.0
2015,LKA,149.96318054,3.88992095,21.2944,91981102654886,20970000,16.609,2.213,76.316,7.5,15.1,67.4,8647833261700,103.3
2015,NPL,47.8875351,5.46615076,69.5002,404484777150552,27015033,20.844,2.098,69.515,29.2,8.5,61.2,"1862357468528,21",109.4
2015,PAK,35.98087311,2.68711925,39.8832,208855182687829,199426953,29.124,3.66,66.577,62.1,9.0,83.2,"31011144936906,3",127.1
2016,AFG,60.18867111,11.81856155,75.325,277803478841236,35383028,33.981,4.8,63.763,51.3,4.0,68.8,1222916881100,118.5
2016,BGD,34.56891251,2.47291207,84.0906,109528840382819,157977151,18.824,2.09,71.785,29.6,3.4,60.2,20758211000000,84.7
2016,IND,60.60255051,3.50430417,16.152,109045932094686,1324517250,18.332,2.266,68.897,33.1,12.1,59.1,123081932232700,93.7
2016,LKA,151.47502136,3.86425042,21.1102,110498361865849,21203000,16.364,2.211,76.482,7.1,14.8,69.4,9035829935000,104.2
2016,NPL,48.31941986,5.42379808,67.3106,915275489934662,27263430,20.515,2.027,69.848,27.8,8.5,62.9,"1870423594198,45",109.5
2016,PAK,39.42575455,2.89286923,39.3426,208632617723589,203631356,28.888,3.612,66.77,60.5,9.1,85.4,32725049000000,127.8
2017,AFG,65.70602417,12.62081718,68.957,254783303994568,36296111,33.211,4.633,64.13,49.5,4.1,48.1325416564941,1255287530100,119.3
2017,BGD,37.40678406,2.43180156,82.962,107553524898766,159685421,18.501,2.062,72.052,28.2,3.5,33.5073890686035,22126229000000,85.3
2017,IND,57.55659103,2.93597651,13.177,106335942989132,1338676779,18.083,2.243,69.165,31.4,12.0,35.9422187805176,131445821447400,93.5
2017,LKA,148.78862,3.59565234,20.926,113022048648777,21444000,16.106,2.206,76.648,6.7,14.4,42.6631965637207,9359147262000,104.8
2017,NPL,50.3108139,4.72173262,65.121,134529588901848,27632682,20.196,1.967,70.169,26.6,8.7,36.9266891479492,"2038336745356,76",109.6
2017,PAK,42.25715637,2.90229392,38.802,207757838708128,207906210,28.599,3.562,66.947,58.9,9.1,48.0583801269531,34175628000000,128.3
2018,AFG,69.99860382,14.12674332,65.141,238430907940751,37171922,32.487,4.473,64.486,47.9,4.1,48.4367599487305,1270215762500,120.0
2018,BGD,41.90407562,2.50803041,82.3128,105357030023873,161376713,18.184,2.036,72.32,26.8,3.6,33.6911888122559,23745739000000,86.0
2018,IND,60.26567459,2.95175385,12.0708,103782784787162,1352642283,17.857,2.222,69.416,29.8,12.6,36.036319732666,139929139362800,93.4
2018,LKA,162.10839844,3.91227865,20.6904,104839295829763,21670000,15.831,2.199,76.812,6.4,14.2,43.128532409668,"9665378605186,82",105.6
2018,NPL,51.13627625,4.5284524,64.399,166177642022913,28095712,19.887,1.917,70.478,25.5,8.8,37.003604888916,"2193706438428,93",109.5
2018,PAK,42.87313461,3.20214486,38.2106,205754609472119,212228288,28.25,3.51,67.114,57.3,8.9,48.1331329345703,36278011000000,129.0
2019,AFG,65.80603027,13.24220181,61.325,231307334941778,38041757,31.802,4.321,64.833,46.4,4.1,47.7644653320313,1319901565700,120.8
2019,BGD,45.85716248,2.48357606,81.6636,102919664944804,163046173,17.868,2.011,72.591,25.5,3.7,33.8057975769043,25617358000000,86.5
2019,IND,63.74832153,3.0141468,10.9646,101326124930492,1366417756,17.644,2.202,69.656,28.3,12.7,36.075569152832,145159576577300,93.2
2019,LKA,160.69696045,4.07979679,20.4548,611875945764341,21803000,15.544,2.188,76.978,6.2,14.0,45.9167900085449,"9890467853062,33",106.5
2019,NPL,53.24640274,4.44515085,63.677,180944248570395,28608715,19.578,1.876,70.778,24.5,9.0,37.118278503418,"2339742691963,37",109.6
2019,PAK,39.49928665,3.37992716,37.6192,202296715968838,216565317,27.841,3.454,67.273,55.7,8.9,48.0776062011719,37184104000000,129.6
2020,AFG,34.9107284545898,5.29901266098022,57.509,230381209309418,38928341,31.153,4.176,65.173,45.0,6.69863319396973,40.5019035339355,1288869351100,94.7011566162109
